2021/03/01 22:00:00;23.75
2021/03/01 22:01:00;25.00
2021/03/01 22:02:00;27.30
2021/03/01 22:02:00;27.30
2021/03/01 22:02:00;27.30
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2021/03/01 22:02:00;11
2023/03/25 00:31;13
2023/03/25 00:31;13
2023/04/20 16:00:00;OFF
2023/04/20 16:00:00;OFF
2023/04/20 16:51:54;ON
2023/04/20 16:51:54;OFF
2023/05/18 19:11:55;ON
2023/05/28 17:19:22;OFF
2023/05/28 17:19:22;ON
2023/05/28 17:19:22;OFF
2023/5/8 12:51:41;ON
2023/5/8 12:52:33;OFF
2023/5/8 12:53:40;ON
2023/5/8 13:28:59;OFF
2023/5/8 13:34:52;ON
2023/5/8 13:41:21;OFF
2023/5/8 13:42:4;ON
2023/5/8 14:18:31;OFF
2023/5/8 14:18:50;ON
2023/5/8 14:19:46;OFF
2023/5/8 14:19:52;OFF
2023/5/8 14:20:10;OFF
2023/5/8 14:20:32;OFF
2023/5/8 14:20:45;ON
2023/5/8 14:21:6;OFF
2023/5/8 14:21:9;OFF
2023/5/8 14:21:55;OFF
2023/5/8 14:22:39;OFF
2023/5/8 14:22:42;OFF
2023/5/8 14:22:46;ON
2023/5/8 14:23:5;OFF
2023/5/8 14:23:8;OFF
2023/5/8 14:24:12;ON
2023/5/8 14:24:32;OFF
2023/5/8 14:24:36;OFF
2023/5/8 14:24:41;OFF
2023/5/8 14:24:46;ON
2023/5/8 14:24:51;OFF
2023/5/8 14:27:14;ON
2023/5/8 14:27:19;ON
2023/5/8 14:28:21;OFF
2023/5/8 14:28:29;OFF
2023/5/8 14:28:53;OFF
2023/5/8 14:28:54;OFF
2023/5/8 14:30:48;ON
2023/5/8 14:30:52;ON
2023/5/8 14:30:55;ON
2023/5/8 14:31:19;ON
2023/5/8 14:32:24;OFF
2023/5/8 14:32:48;ON
2023/5/8 14:32:50;ON
2023/5/8 14:33:16;OFF
2023/5/8 14:33:18;OFF
2023/5/8 14:33:22;OFF
2023/5/8 14:33:35;ON
2023/5/8 14:33:37;ON
2023/5/8 14:34:0;OFF
2023/5/8 14:34:26;OFF
2023/5/8 14:34:41;OFF
2023/5/8 14:34:44;ON
2023/5/8 14:35:10;OFF
2023/5/8 14:35:12;OFF
2023/5/8 14:35:51;ON
2023/5/8 14:37:13;OFF
2023/5/8 14:37:17;OFF
2023/5/8 14:37:22;ON
2023/5/8 14:37:26;OFF
2023/5/8 14:38:39;ON
2023/5/8 14:38:41;ON
2023/5/8 14:38:44;ON
2023/5/8 14:39:30;OFF
2023/5/8 14:39:32;OFF
2023/5/8 14:39:34;OFF
2023/5/8 14:39:38;ON
2023/5/8 14:39:43;ON
2023/5/8 14:39:46;ON
2023/5/8 14:40:31;ON
2023/5/8 14:40:52;ON
2023/5/8 14:40:55;OFF
2023/5/8 14:40:57;ON
2023/5/8 14:40:59;OFF
2023/5/8 14:41:3;ON
2023/5/8 14:41:6;OFF
2023/5/8 14:41:9;ON
2023/5/8 14:41:11;OFF
2023/5/8 14:41:13;ON
2023/5/8 14:41:16;OFF
2023/5/8 14:41:18;OFF
2023/5/8 14:41:21;ON
2023/5/8 14:41:23;OFF
2023/5/8 14:41:25;OFF
2023/5/8 14:43:10;OFF
2023/5/8 14:43:13;OFF
2023/5/8 14:43:18;ON
2023/5/8 14:43:19;ON
2023/5/8 14:43:20;ON
2023/5/8 14:43:21;ON
2023/5/8 14:44:56;OFF
2023/5/8 14:44:57;OFF
2023/5/8 14:44:58;OFF
2023/5/8 14:44:58;OFF
2023/5/8 14:45:1;OFF
2023/5/8 14:45:2;OFF
2023/5/8 14:45:6;ON
2023/5/8 14:45:13;OFF
2023/5/8 14:45:14;OFF
2023/5/8 14:46:2;ON
2023/5/8 14:46:3;ON
2023/5/8 14:46:4;ON
2023/5/8 14:46:4;ON
2023/5/8 14:46:7;ON
2023/5/8 14:46:8;ON
2023/5/8 14:46:56;ON
2023/5/8 14:46:57;ON
2023/5/8 14:47:0;ON
2023/5/8 14:48:59;OFF
2023/5/8 14:49:0;ON
2023/5/8 14:49:2;ON
2023/5/8 14:49:3;OFF
2023/5/8 14:49:4;OFF
2023/5/8 14:49:5;ON
2023/5/8 14:49:6;ON
2023/5/8 14:49:6;OFF
2023/5/8 14:49:9;OFF
2023/5/8 14:49:9;ON
2023/5/8 14:49:10;ON
2023/5/8 14:49:11;OFF
2023/5/8 14:49:11;OFF
2023/5/8 14:49:12;ON
2023/5/8 14:49:12;ON
2023/5/8 14:49:13;OFF
2023/5/8 14:49:14;OFF
2023/5/8 14:49:14;ON
2023/5/8 14:49:26;ON
2023/5/8 14:49:26;OFF
2023/5/8 14:49:27;OFF
2023/5/8 14:49:27;ON
2023/5/8 14:49:28;ON
2023/5/8 14:49:28;OFF
2023/5/8 14:49:29;OFF
2023/5/8 14:49:29;ON
2023/5/8 15:10:53;OFF
2023/5/8 15:12:39;ON
2023/5/8 15:17:24;OFF
2023/5/8 15:17:28;ON
2023/5/8 15:17:31;ON
2023/5/8 15:17:33;OFF
2023/5/8 15:17:36;OFF
2023/5/8 15:17:37;ON
2023/5/8 15:17:38;ON
2023/5/8 15:17:40;OFF
2023/5/8 15:17:41;OFF
2023/5/8 15:17:41;ON
2023/5/8 15:17:42;ON
2023/5/8 15:17:43;OFF
2023/5/8 15:17:45;ON
2023/5/8 15:17:46;OFF
2023/5/8 15:17:48;ON
2023/5/8 15:17:49;OFF
2023/5/8 15:17:50;OFF
2023/5/8 15:17:50;ON
2023/5/8 15:17:51;ON
2023/5/8 15:17:51;OFF
2023/5/8 15:21:52;ON
2023/5/8 15:21:53;OFF
2023/5/8 15:21:59;ON
2023/5/8 15:22:1;OFF
2023/5/8 15:22:2;ON
2023/5/8 15:22:3;OFF
2023/5/8 15:22:9;OFF
2023/5/8 15:22:9;ON
2023/5/8 15:22:11;OFF
2023/5/8 15:22:12;ON
2023/5/8 15:22:13;OFF
2023/5/8 15:22:14;ON
2023/5/8 15:22:14;OFF
2023/5/8 15:22:14;ON
2023/5/8 15:22:14;OFF
2023/5/8 15:22:14;ON
2023/5/8 15:22:15;OFF
2023/5/8 15:22:15;ON
2023/5/8 15:22:15;OFF
2023/5/8 15:22:15;ON
2023/5/8 15:22:15;OFF
2023/5/8 15:22:16;ON
2023/5/8 15:22:16;OFF
2023/5/8 15:22:16;ON
2023/5/8 15:22:16;OFF
2023/5/8 15:22:16;ON
2023/5/8 15:22:16;OFF
2023/5/8 15:22:17;ON
2023/5/8 15:22:17;OFF
2023/5/8 15:27:10;ON
2023/5/8 15:27:11;ON

2023/5/8 15:27:13;OFF
2023/5/8 15:27:16;ON
2023/5/8 15:27:17;ON

2023/5/8 15:27:18;OFF
2023/5/8 15:27:23;OFF
2023/5/8 15:27:24;OFF

2023/5/8 15:27:25;ON
2023/5/8 15:27:25;ON

2023/5/8 15:27:31;ON


2023/5/8 15:27:32;ON



2023/5/8 15:27:33;ON




2023/5/8 15:27:34;ON





2023/5/8 15:27:35;ON






2023/5/8 15:27:36;ON







2023/5/8 15:27:37;ON








2023/5/8 15:27:38;ON









2023/5/8 15:28:23;ON










2023/5/8 15:28:23;ON











2023/5/8 15:43:37;OFF
2023/5/8 15:43:38;ON
2023/5/8 15:44:24;OFF
2023/5/8 15:44:25;ON
2023/5/8 15:44:25;OFF
2023/5/8 15:44:26;ON
2023/5/8 15:44:27;OFF
2023/5/8 15:46:1;ON
2023/5/8 15:46:4;OFF
2023/5/8 15:46:5;ON
2023/5/8 15:46:6;OFF
2023/5/8 15:46:7;ON
2023/5/8 15:46:35;OFF
2023/5/8 15:46:36;ON
2023/5/8 15:46:37;OFF
2023/5/8 15:46:37;ON
2023/5/8 15:46:38;OFF
2023/5/8 15:50:41;ON
2023/5/8 15:50:42;OFF
2023/5/8 15:50:43;ON
2023/5/8 15:50:43;OFF
2023/5/8 15:50:44;ON
2023/5/8 15:50:44;OFF
2023/5/8 15:50:45;ON
2023/5/8 15:50:45;OFF
2023/5/8 15:50:45;ON
2023/5/8 15:50:46;OFF
2023/5/8 15:50:46;ON
2023/5/8 15:50:47;OFF
2023/5/8 15:50:47;ON
2023/5/8 15:50:48;OFF
2023/5/8 15:50:48;ON
2023/5/8 15:50:48;OFF
2023/5/8 15:50:48;ON
2023/5/8 15:50:48;OFF
2023/5/8 15:50:49;ON
2023/5/8 15:50:49;OFF
2023/5/8 15:50:49;ON
2023/5/8 15:50:49;OFF
2023/5/8 15:50:49;ON
2023/5/8 15:50:49;OFF
2023/5/8 15:53:29;ON
2023/5/8 15:54:26;OFF
2023/5/8 15:54:28;ON
2023/5/8 15:54:29;OFF
2023/5/8 15:54:30;ON
2023/5/8 15:54:31;OFF
2023/5/8 15:54:31;ON
2023/5/8 15:54:32;OFF
2023/5/8 15:54:47;ON
2023/5/8 15:55:4;OFF
2023/5/8 15:55:4;ON
2023/5/8 15:55:5;OFF
2023/5/8 15:55:6;ON
2023/5/8 15:55:6;OFF
2023/5/8 15:55:7;ON
2023/5/8 15:55:10;OFF
2023/5/8 15:56:22;ON
2023/5/8 15:56:23;OFF
2023/5/8 15:56:24;ON
2023/5/8 15:56:24;OFF
2023/5/8 15:56:25;ON
2023/5/8 15:56:25;OFF
2023/5/8 15:56:25;ON
2023/5/8 15:56:25;OFF
2023/5/8 15:56:25;ON
2023/5/8 15:56:25;OFF
2023/5/8 15:56:26;ON
2023/5/8 15:56:26;OFF
2023/5/8 15:56:26;ON
2023/5/8 15:56:26;OFF
2023/5/8 15:56:26;ON
2023/5/8 15:56:27;OFF
2023/5/8 15:57:26;ON
2023/5/8 15:57:26;OFF
2023/5/8 15:57:27;ON
2023/5/8 15:58:27;OFF
2023/5/8 15:58:29;ON
2023/5/8 15:58:30;OFF
2023/5/8 15:59:40;ON
2023/5/8 16:4:37;OFF
2023/5/8 16:4:40;ON
2023/5/8 16:4:40;OFF
2023/5/8 16:4:41;ON
2023/5/8 16:4:41;OFF
2023/5/8 16:4:42;ON
2023/5/8 16:6:12;OFF
2023/5/8 16:9:3;ON
2023/5/8 16:9:4;OFF
2023/5/8 16:9:6;ON
2023/5/8 16:12:5;OFF
2023/5/8 16:12:6;ON
2023/5/8 16:12:7;OFF
2023/5/8 16:12:7;ON
2023/5/8 16:12:8;OFF
2023/5/8 16:12:8;ON
2023/5/8 16:19:58;OFF
2023/5/8 16:19:58;ON
2023/5/8 16:20:1;OFF
2023/5/8 16:20:1;ON
2023/5/8 16:20:2;OFF
2023/5/8 16:20:3;ON
2023/5/8 16:20:3;OFF
2023/5/8 16:20:4;ON
2023/5/8 16:20:4;OFF
2023/5/8 16:20:4;ON
2023/5/8 16:20:5;OFF
2023/5/8 16:20:5;ON
2023/5/8 16:20:6;OFF
2023/5/8 16:20:6;ON
2023/5/8 16:20:6;OFF
2023/5/8 16:20:7;ON
2023/5/8 16:20:17;OFF
2023/5/8 16:20:18;ON
2023/5/8 16:20:18;OFF
2023/5/8 16:20:19;ON
2023/5/8 16:20:19;OFF
2023/5/8 16:20:29;ON
2023/5/8 16:20:29;OFF
2023/5/8 16:20:30;ON
2023/5/8 16:20:31;OFF
2023/5/8 16:20:31;ON
2023/5/8 16:20:32;OFF
2023/5/8 16:20:32;ON
2023/5/8 16:20:33;OFF
2023/5/8 16:20:33;ON
2023/5/8 16:20:33;OFF
2023/5/8 16:20:33;ON
2023/5/8 16:20:33;OFF
2023/5/8 16:20:34;ON
2023/5/8 16:20:34;OFF
2023/5/8 16:20:34;ON
2023/5/8 16:20:34;OFF
2023/5/8 16:20:34;ON
2023/5/8 16:20:34;OFF
2023/5/8 16:20:34;ON
2023/5/8 16:20:35;OFF
2023/5/8 16:20:35;ON
2023/5/8 16:20:35;OFF
2023/5/8 16:20:35;ON
2023/5/8 16:20:41;OFF
2023/5/8 16:20:45;OFF
2023/5/8 16:20:51;ON
2023/5/8 16:20:52;OFF
2023/5/8 16:20:55;ON
2023/5/8 16:20:56;OFF
2023/5/8 16:20:57;ON
2023/5/8 16:20:58;OFF
2023/5/8 16:20:59;ON
2023/5/8 16:21:0;OFF
2023/5/8 16:21:1;ON
2023/5/8 16:21:1;OFF
2023/5/8 16:28:1;ON
2023/5/8 16:28:2;OFF
2023/5/8 16:28:4;ON
2023/5/8 16:28:4;OFF
2023/5/8 16:28:5;ON
2023/5/8 16:28:5;OFF
2023/5/8 16:28:7;ON
2023/5/8 16:28:8;OFF
2023/5/8 16:28:9;ON
2023/5/8 16:28:9;OFF
2023/5/8 16:28:10;ON
2023/5/8 16:28:11;OFF
2023/5/8 16:28:12;ON
2023/5/8 16:28:12;OFF
2023/5/8 16:28:12;ON
2023/5/8 16:32:34;OFF
2023/5/8 16:32:36;ON
2023/5/8 16:35:59;OFF
2023/5/8 16:36:1;ON
2023/5/8 16:36:2;OFF
2023/5/8 16:36:4;ON
2023/5/8 16:41:53;OFF
2023/5/8 16:46:15;ON
2023/5/8 16:46:16;OFF
2023/5/8 16:46:17;ON
2023/5/8 16:46:17;OFF
2023/5/8 17:0:49;ON
2023/5/8 17:12:52;OFF
2023/5/8 17:12:52;OFF
2023/5/8 17:12:52;OFF
2023/5/8 17:15:29;ON
2023/5/8 17:15:43;ON
2023/5/8 17:17:20;OFF
2023/5/8 17:17:26;ON
2023/5/8 17:22:9;OFF
2023/5/8 17:24:20;ON
2023/5/8 17:24:23;OFF
2023/5/8 17:28:9;ON
2023/5/8 17:28:19;OFF
2023/5/8 17:30:51;OFF
2023/5/8 17:30:54;ON
2023/5/8 17:31:50;OFF
2023/5/8 17:32:21;ON
2023/5/8 17:33:19;OFF
2023/5/8 17:33:22;ON
2023/5/8 17:33:25;OFF
2023/5/8 17:33:29;ON
2023/5/8 17:36:30;OFF
